Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C185 Postcode 2011 to Local Government Area 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 27 June 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE,,,,,,,
5268,5268,47630,Tatiara (DC),0.9996195,99.9619519,,,,,,,
5269,5269,47630,Tatiara (DC),1.0,100.0,,,,,,,
5270,5270,47630,Tatiara (DC),1.0,100.0,,,,,,,
5271,5271,43360,Kingston (DC),0.0117176,1.1717576,,,,,,,
5271,5271,45090,Naracoorte and Lucindale (DC),0.9445047,94.450468,,,,,,,
5271,5271,47630,Tatiara (DC),0.0413637,4.1363665,,,,,,,
5271,5271,48340,Wattle Range (DC),0.0024141,0.2414079,,,,,,,
5272,5272,45090,Naracoorte and Lucindale (DC),0.950714,95.0713982,,,,,,,
5272,5272,46860,Robe (DC),0.049286,4.9286018,,,,,,,
5273,5273,43360,Kingston (DC),0.2461578,24.6157751,,,,,,,
5273,5273,45090,Naracoorte and Lucindale (DC),0.7538422,75.3842249,,,,,,,
5275,5275,43360,Kingston (DC),0.9199152,91.9915226,,,,,,,
5275,5275,46860,Robe (DC),0.0800848,8.0084774,,,,,,,
5276,5276,46860,Robe (DC),0.9789673,97.8967254,,,,,,,
5276,5276,48340,Wattle Range (DC),0.0210327,2.1032746,,,,,,,
5277,5277,42250,Grant (DC),0.1611504,16.1150429,,,,,,,
5277,5277,48340,Wattle Range (DC),0.8388496,83.8849571,,,,,,,
5278,5278,42250,Grant (DC),0.0340421,3.404212,,,,,,,
5278,5278,48340,Wattle Range (DC),0.9659579,96.595788,,,,,,,
5279,5279,48340,Wattle Range (DC),1.0,100.0,,,,,,,
5280,5280,42250,Grant (DC),0.0039496,0.3949621,,,,,,,
5280,5280,46860,Robe (DC),0.0027262,0.2726172,,,,,,,
5280,5280,48340,Wattle Range (DC),0.9933242,99.3324207,,,,,,,
5290,5290,44620,Mount Gambier (C),1.0,100.0,,,,,,,
5291,5291,42250,Grant (DC),0.8738912,87.389119,,,,,,,
5291,5291,44620,Mount Gambier (C),0.0468574,4.6857408,,,,,,,
5291,5291,48340,Wattle Range (DC),0.0792514,7.9251402,,,,,,,
5301,5301,47290,Southern Mallee (DC),0.4449682,44.4968193,,,,,,,
5301,5301,47800,The Coorong (DC),0.5550318,55.5031807,,,,,,,
5302,5302,47290,Southern Mallee (DC),0.9967923,99.6792285,,,,,,,
5302,5302,47630,Tatiara (DC),0.0032055,0.3205453,,,,,,,
5303,5303,47290,Southern Mallee (DC),1.0,100.0,,,,,,,
5304,5304,43790,Loxton Waikerie (DC),0.0450343,4.503427,,,,,,,
5304,5304,47290,Southern Mallee (DC),0.9549657,95.496573,,,,,,,
5306,5306,43080,Karoonda East Murray (DC),1.0,100.0,,,,,,,
5307,5307,43080,Karoonda East Murray (DC),0.9479819,94.7981894,,,,,,,
5307,5307,47290,Southern Mallee (DC),0.0520181,5.2018106,,,,,,,
5308,5308,43080,Karoonda East Murray (DC),0.824692,82.4691995,,,,,,,
5308,5308,43790,Loxton Waikerie (DC),0.175308,17.5308005,,,,,,,
5309,5309,43080,Karoonda East Murray (DC),1.0,100.0,,,,,,,
5310,5310,43080,Karoonda East Murray (DC),0.6136643,61.3664288,,,,,,,
5310,5310,43790,Loxton Waikerie (DC),0.3863357,38.6335712,,,,,,,
5311,5311,43790,Loxton Waikerie (DC),1.0,100.0,,,,,,,
5320,5320,42110,Goyder (DC),0.0094418,0.9441757,,,,,,,
5320,5320,43790,Loxton Waikerie (DC),0.0444003,4.4400349,,,,,,,
5320,5320,44210,Mid Murray (DC),0.9461579,94.6157894,,,,,,,
5321,5321,44210,Mid Murray (DC),1.0,100.0,,,,,,,
5322,5322,43790,Loxton Waikerie (DC),1.0,100.0,,,,,,,
5330,5330,40520,Berri and Barmera (DC),0.0171311,1.7131084,,,,,,,
5330,5330,43790,Loxton Waikerie (DC),0.9825625,98.2562468,,,,,,,
5330,5330,44210,Mid Murray (DC),0.0003064,0.0306448,,,,,,,
5331,5331,43790,Loxton Waikerie (DC),0.9999996,99.9999574,,,,,,,
5332,5332,40520,Berri and Barmera (DC),0.0001661,0.0166098,,,,,,,
5332,5332,43790,Loxton Waikerie (DC),0.9998339,99.9833902,,,,,,,
5333,5333,43790,Loxton Waikerie (DC),1.0,100.0,,,,,,,
5340,5340,46670,Renmark Paringa (DC),0.9997521,99.9752076,,,,,,,
5340,5340,49399,Unincorporated SA,0.0002479,0.0247924,,,,,,,
5341,5341,46670,Renmark Paringa (DC),0.9999999,99.9999866,,,,,,,
5342,5342,40520,Berri and Barmera (DC),0.999978,99.9978042,,,,,,,
5343,5343,40520,Berri and Barmera (DC),0.9051049,90.5104918,,,,,,,
5343,5343,43790,Loxton Waikerie (DC),0.0005723,0.0572306,,,,,,,
5343,5343,46670,Renmark Paringa (DC),0.0848087,8.4808685,,,,,,,
5343,5343,49399,Unincorporated SA,0.0095141,0.9514091,,,,,,,
5344,5344,40520,Berri and Barmera (DC),1.0,100.0,,,,,,,
5345,5345,40520,Berri and Barmera (DC),0.9999998,99.9999788,,,,,,,
5346,5346,40520,Berri and Barmera (DC),1.0,100.0,,,,,,,
5350,5350,40310,Barossa (DC),0.8755736,87.5573579,,,,,,,
5350,5350,43650,Light (RegC),0.1244264,12.4426421,,,,,,,
5351,5351,40310,Barossa (DC),0.9955592,99.5559203,,,,,,,
5351,5351,43650,Light (RegC),0.0044406,0.4440605,,,,,,,
5352,5352,40310,Barossa (DC),0.9536724,95.3672415,,,,,,,
5352,5352,43650,Light (RegC),0.0463276,4.6327585,,,,,,,
5353,5353,40310,Barossa (DC),0.7534364,75.3436394,,,,,,,
5353,5353,44210,Mid Murray (DC),0.2465636,24.6563606,,,,,,,
5354,5354,43790,Loxton Waikerie (DC),0.0075935,0.7593539,,,,,,,
5354,5354,44210,Mid Murray (DC),0.9924046,99.2404564,,,,,,,
5355,5355,40310,Barossa (DC),0.877542,87.7542033,,,,,,,
5355,5355,43650,Light (RegC),0.122458,12.2457967,,,,,,,
5356,5356,40310,Barossa (DC),0.0203148,2.0314797,,,,,,,
5356,5356,42110,Goyder (DC),0.0182858,1.8285849,,,,,,,
5356,5356,43650,Light (RegC),0.0646966,6.4696632,,,,,,,
5356,5356,44210,Mid Murray (DC),0.8967027,89.6702722,,,,,,,
5357,5357,43790,Loxton Waikerie (DC),0.3548525,35.4852539,,,,,,,
5357,5357,44210,Mid Murray (DC),0.6451475,64.5147461,,,,,,,
5360,5360,43650,Light (RegC),1.0,100.0,,,,,,,
5371,5371,43650,Light (RegC),1.0,100.0,,,,,,,
5372,5372,43650,Light (RegC),1.0,100.0,,,,,,,
5373,5373,43650,Light (RegC),1.0,100.0,,,,,,,
5374,5374,42110,Goyder (DC),0.9728347,97.2834676,,,,,,,
5374,5374,43650,Light (RegC),0.008613,0.8613008,,,,,,,
5374,5374,44210,Mid Murray (DC),0.0185523,1.8552316,,,,,,,
5381,5381,42110,Goyder (DC),1.0,100.0,,,,,,,
5400,5400,43650,Light (RegC),1.0,100.0,,,,,,,
5401,5401,41140,Clare and Gilbert Valleys (DC),0.0231124,2.3112389,,,,,,,
5401,5401,43650,Light (RegC),0.0449603,4.4960301,,,,,,,
5401,5401,48130,Wakefield (DC),0.9319273,93.192731,,,,,,,
5410,5410,41140,Clare and Gilbert Valleys (DC),0.8100343,81.0034301,,,,,,,
5410,5410,43650,Light (RegC),0.1899657,18.9965699,,,,,,,
5411,5411,41140,Clare and Gilbert Valleys (DC),1.0,100.0,,,,,,,
5412,5412,41140,Clare and Gilbert Valleys (DC),1.0,100.0,,,,,,,
5413,5413,41140,Clare and Gilbert Valleys (DC),0.9721585,97.2158538,,,,,,,
5413,5413,42110,Goyder (DC),0.0278415,2.7841462,,,,,,,
5414,5414,41140,Clare and Gilbert Valleys (DC),1.0,100.0,,,,,,,
5415,5415,41140,Clare and Gilbert Valleys (DC),1.0,100.0,,,,,,,
5416,5416,41140,Clare and Gilbert Valleys (DC),0.1054702,10.5470184,,,,,,,
5416,5416,42110,Goyder (DC),0.8945298,89.4529816,,,,,,,
5417,5417,42110,Goyder (DC),1.0,100.0,,,,,,,
5418,5418,42110,Goyder (DC),1.0,100.0,,,,,,,
5419,5419,42110,Goyder (DC),1.0,100.0,,,,,,,
5420,5420,42110,Goyder (DC),0.9427949,94.2794901,,,,,,,
5420,5420,45120,Northern Areas (DC),0.0572051,5.7205099,,,,,,,
5421,5421,42110,Goyder (DC),1.0,100.0,,,,,,,
5422,5422,45120,Northern Areas (DC),0.045428,4.5427964,,,,,,,
5422,5422,45400,Orroroo/Carrieton (DC),0.0109272,1.0927161,,,,,,,
5422,5422,45540,Peterborough (DC),0.9436449,94.3644875,,,,,,,
5431,5431,44830,Mount Remarkable (DC),0.072719,7.2719016,,,,,,,
5431,5431,45120,Northern Areas (DC),0.060166,6.016601,,,,,,,
5431,5431,45400,Orroroo/Carrieton (DC),0.867115,86.7114973,,,,,,,
5432,5432,41830,Flinders Ranges (DC),0.2159237,21.5923747,,,,,,,
5432,5432,44830,Mount Remarkable (DC),0.0105597,1.0559749,,,,,,,
5432,5432,45400,Orroroo/Carrieton (DC),0.7735165,77.3516504,,,,,,,
5433,5433,41830,Flinders Ranges (DC),0.9871324,98.7132405,,,,,,,
5433,5433,44830,Mount Remarkable (DC),0.0113839,1.1383934,,,,,,,
5433,5433,46090,Port Augusta (C),0.0014837,0.1483661,,,,,,,
5434,5434,41830,Flinders Ranges (DC),1.0,100.0,,,,,,,
5440,5440,45540,Peterborough (DC),0.0086121,0.8612073,,,,,,,
5440,5440,46670,Renmark Paringa (DC),0.0255726,2.5572623,,,,,,,
5440,5440,49399,Unincorporated SA,0.9658153,96.5815303,,,,,,,
5451,5451,41140,Clare and Gilbert Valleys (DC),1.0,100.0,,,,,,,
5452,5452,41140,Clare and Gilbert Valleys (DC),1.0,100.0,,,,,,,
5453,5453,41140,Clare and Gilbert Valleys (DC),0.9631866,96.3186613,,,,,,,
5453,5453,48130,Wakefield (DC),0.0368134,3.6813387,,,,,,,
5454,5454,45120,Northern Areas (DC),1.0,100.0,,,,,,,
5455,5455,41140,Clare and Gilbert Valleys (DC),1.0,100.0,,,,,,,
5460,5460,43920,Mallala (DC),0.1582591,15.8259111,,,,,,,
5460,5460,48130,Wakefield (DC),0.8417409,84.1740889,,,,,,,
5461,5461,41140,Clare and Gilbert Valleys (DC),0.0109569,1.0956873,,,,,,,
5461,5461,48130,Wakefield (DC),0.9890431,98.9043127,,,,,,,
5462,5462,48130,Wakefield (DC),1.0,100.0,,,,,,,
5464,5464,41140,Clare and Gilbert Valleys (DC),0.0154254,1.5425365,,,,,,,
5464,5464,46450,Port Pirie City and Dists (M),0.3268873,32.6887289,,,,,,,
5464,5464,48130,Wakefield (DC),0.6576873,65.7687346,,,,,,,
5470,5470,45120,Northern Areas (DC),1.0,100.0,,,,,,,
5471,5471,45120,Northern Areas (DC),1.0,100.0,,,,,,,
5472,5472,45120,Northern Areas (DC),1.0,100.0,,,,,,,
5473,5473,45120,Northern Areas (DC),1.0,100.0,,,,,,,
5480,5480,44830,Mount Remarkable (DC),0.1137401,11.3740098,,,,,,,
5480,5480,45120,Northern Areas (DC),0.8862599,88.6259902,,,,,,,
5481,5481,44830,Mount Remarkable (DC),1.0,100.0,,,,,,,
5482,5482,44830,Mount Remarkable (DC),1.0,100.0,,,,,,,
5483,5483,44830,Mount Remarkable (DC),1.0,100.0,,,,,,,
5485,5485,44830,Mount Remarkable (DC),0.9999984,99.9998441,,,,,,,
5490,5490,45120,Northern Areas (DC),1.0,100.0,,,,,,,
5491,5491,45120,Northern Areas (DC),1.0,100.0,,,,,,,
5493,5493,45540,Peterborough (DC),1.0,100.0,,,,,,,
5495,5495,44830,Mount Remarkable (DC),0.9999964,99.9996376,,,,,,,
5501,5501,43920,Mallala (DC),0.9863332,98.6333166,,,,,,,
5501,5501,45680,Playford (C),0.0007437,0.0743702,,,,,,,
5501,5501,48130,Wakefield (DC),0.0129231,1.2923132,,,,,,,
5502,5502,43650,Light (RegC),0.0221125,2.2112519,,,,,,,
5502,5502,43920,Mallala (DC),0.9703056,97.0305631,,,,,,,
5502,5502,48130,Wakefield (DC),0.0075819,0.758185,,,,,,,
5510,5510,48130,Wakefield (DC),1.0,100.0,,,,,,,
5520,5520,40430,Barunga West (DC),0.0305946,3.0594571,,,,,,,
5520,5520,48130,Wakefield (DC),0.9694054,96.9405429,,,,,,,
5521,5521,46450,Port Pirie City and Dists (M),1.0,100.0,,,,,,,
5522,5522,40430,Barunga West (DC),0.9664555,96.6455497,,,,,,,
5522,5522,46450,Port Pirie City and Dists (M),0.0335445,3.3544503,,,,,,,
5523,5523,40430,Barunga West (DC),0.0165686,1.6568621,,,,,,,
5523,5523,44830,Mount Remarkable (DC),0.0085523,0.8552339,,,,,,,
5523,5523,45120,Northern Areas (DC),0.0871187,8.711874,,,,,,,
5523,5523,46450,Port Pirie City and Dists (M),0.8877603,88.7760299,,,,,,,
5540,5540,44830,Mount Remarkable (DC),0.0050673,0.5067297,,,,,,,
5540,5540,46450,Port Pirie City and Dists (M),0.9949327,99.4932701,,,,,,,
5550,5550,40430,Barunga West (DC),0.0032679,0.3267855,,,,,,,
5550,5550,48130,Wakefield (DC),0.9967321,99.6732145,,,,,,,
5552,5552,40430,Barunga West (DC),0.1180949,11.8094856,,,,,,,
5552,5552,41560,Copper Coast (DC),0.5736108,57.3610818,,,,,,,
5552,5552,48830,Yorke Peninsula (DC),0.3082943,30.8294325,,,,,,,
5554,5554,40430,Barunga West (DC),0.007019,0.7019021,,,,,,,
5554,5554,41560,Copper Coast (DC),0.992981,99.2980979,,,,,,,
5555,5555,40430,Barunga West (DC),0.705434,70.5433991,,,,,,,
5555,5555,41560,Copper Coast (DC),0.0120858,1.2085774,,,,,,,
5555,5555,46450,Port Pirie City and Dists (M),0.0740191,7.4019135,,,,,,,
5555,5555,48130,Wakefield (DC),0.0876154,8.7615442,,,,,,,
5555,5555,48830,Yorke Peninsula (DC),0.1208457,12.0845657,,,,,,,
5556,5556,41560,Copper Coast (DC),1.0,100.0,,,,,,,
5558,5558,41560,Copper Coast (DC),0.974181,97.4181043,,,,,,,
5558,5558,48830,Yorke Peninsula (DC),0.025819,2.5818957,,,,,,,
5560,5560,40430,Barunga West (DC),0.9911074,99.1107406,,,,,,,
5560,5560,48130,Wakefield (DC),0.0088926,0.8892594,,,,,,,
5570,5570,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5571,5571,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5572,5572,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5573,5573,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5575,5575,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5576,5576,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5577,5577,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5580,5580,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5581,5581,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5582,5582,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5583,5583,48830,Yorke Peninsula (DC),1.0,100.0,,,,,,,
5600,5600,46090,Port Augusta (C),0.0002225,0.0222473,,,,,,,
5600,5600,48540,Whyalla (C),0.9987975,99.8797509,,,,,,,
5600,5600,49399,Unincorporated SA,0.00098,0.0980018,,,,,,,
5601,5601,46090,Port Augusta (C),0.2539868,25.3986841,,,,,,,
5601,5601,48540,Whyalla (C),0.0092215,0.9221548,,,,,,,
5601,5601,49399,Unincorporated SA,0.7367916,73.6791612,,,,,,,
5602,5602,41190,Cleve (DC),0.0010929,0.109294,,,,,,,
5602,5602,41960,Franklin Harbour (DC),0.9989071,99.890706,,,,,,,
5603,5603,41190,Cleve (DC),0.9999976,99.9997634,,,,,,,
5604,5604,47910,Tumby Bay (DC),1.0,100.0,,,,,,,
5605,5605,47910,Tumby Bay (DC),1.0,100.0,,,,,,,
5606,5606,43710,Lower Eyre Peninsula (DC),0.0043887,0.4388684,,,,,,,
5606,5606,46300,Port Lincoln (C),0.9956113,99.5611316,,,,,,,
5607,5607,41750,Elliston (DC),0.0441981,4.4198118,,,,,,,
5607,5607,43710,Lower Eyre Peninsula (DC),0.8266356,82.6635582,,,,,,,
5607,5607,47910,Tumby Bay (DC),0.1288337,12.8833721,,,,,,,
5608,5608,48540,Whyalla (C),0.9999999,99.9999928,,,,,,,
5609,5609,48540,Whyalla (C),1.0,100.0,,,,,,,
5630,5630,43710,Lower Eyre Peninsula (DC),1.0,100.0,,,,,,,
5631,5631,43710,Lower Eyre Peninsula (DC),0.9285721,92.8572066,,,,,,,
5631,5631,47910,Tumby Bay (DC),0.0714279,7.1427934,,,,,,,
5632,5632,43710,Lower Eyre Peninsula (DC),1.0,100.0,,,,,,,
5633,5633,41190,Cleve (DC),0.0377382,3.7738163,,,,,,,
5633,5633,41750,Elliston (DC),0.9622618,96.2261837,,,,,,,
5640,5640,41190,Cleve (DC),0.9897639,98.9763887,,,,,,,
5640,5640,43220,Kimba (DC),0.0102361,1.0236113,,,,,,,
5641,5641,43220,Kimba (DC),0.9999991,99.9999053,,,,,,,
5642,5642,41190,Cleve (DC),0.9999969,99.9996927,,,,,,,
5650,5650,43220,Kimba (DC),0.1021574,10.2157446,,,,,,,
5650,5650,48640,Wudinna (DC),0.8978372,89.7837178,,,,,,,
5651,5651,48640,Wudinna (DC),1.0,100.0,,,,,,,
5652,5652,48640,Wudinna (DC),1.0,100.0,,,,,,,
5653,5653,48640,Wudinna (DC),1.0,100.0,,,,,,,
5654,5654,41750,Elliston (DC),0.0384734,3.847345,,,,,,,
5654,5654,47490,Streaky Bay (DC),0.0686302,6.8630244,,,,,,,
5654,5654,48640,Wudinna (DC),0.8928963,89.2896307,,,,,,,
5655,5655,47490,Streaky Bay (DC),0.5768258,57.6825775,,,,,,,
5655,5655,48640,Wudinna (DC),0.4231742,42.3174225,,,,,,,
5660,5660,47490,Streaky Bay (DC),1.0,100.0,,,,,,,
5661,5661,41010,Ceduna (DC),0.0469098,4.6909768,,,,,,,
5661,5661,47490,Streaky Bay (DC),0.9530902,95.3090232,,,,,,,
5670,5670,41750,Elliston (DC),1.0,100.0,,,,,,,
5671,5671,41750,Elliston (DC),0.272146,27.2146032,,,,,,,
5671,5671,47490,Streaky Bay (DC),0.727854,72.7853968,,,,,,,
5680,5680,41010,Ceduna (DC),0.1856281,18.5628057,,,,,,,
5680,5680,47490,Streaky Bay (DC),0.8143719,81.4371943,,,,,,,
5690,5690,41010,Ceduna (DC),0.8114192,81.1419152,,,,,,,
5690,5690,44000,Maralinga Tjarutja (AC),0.0196158,1.9615824,,,,,,,
5690,5690,49399,Unincorporated SA,0.168965,16.8965024,,,,,,,
5700,5700,46090,Port Augusta (C),1.0,100.0,,,,,,,
5710,5710,44830,Mount Remarkable (DC),0.0018928,0.189277,,,,,,,
5710,5710,46090,Port Augusta (C),0.7885651,78.8565063,,,,,,,
5710,5710,48540,Whyalla (C),0.0040014,0.4001374,,,,,,,
5710,5710,49399,Unincorporated SA,0.2055408,20.5540785,,,,,,,
5720,5720,49399,Unincorporated SA,1.0,100.0,,,,,,,
5722,5722,49399,Unincorporated SA,1.0,100.0,,,,,,,
5723,5723,41330,Coober Pedy (DC),0.9999988,99.9998833,,,,,,,
5724,5724,40250,Anangu Pitjantjatjara (AC),0.8014895,80.1489459,,,,,,,
5724,5724,49399,Unincorporated SA,0.1985104,19.8510386,,,,,,,
5725,5725,46970,Roxby Downs (M),0.9963974,99.6397372,,,,,,,
5725,5725,49399,Unincorporated SA,0.0036026,0.3602628,,,,,,,
5730,5730,49399,Unincorporated SA,1.0,100.0,,,,,,,
5731,5731,49399,Unincorporated SA,1.0,100.0,,,,,,,
5732,5732,49399,Unincorporated SA,1.0,100.0,,,,,,,
5733,5733,49399,Unincorporated SA,1.0,100.0,,,,,,,
5734,5734,49399,Unincorporated SA,1.0,100.0,,,,,,,
5950,5950,48410,West Torrens (C),1.0,100.0,,,,,,,
6000,6000,57080,Perth (C),0.4436145,44.3614519,,,,,,,
6000,6000,58570,Vincent (T),0.5563855,55.6385481,,,,,,,
6003,6003,57080,Perth (C),0.33935,33.9349959,,,,,,,
6003,6003,58570,Vincent (T),0.66065,66.0650041,,,,,,,
6004,6004,57080,Perth (C),0.9737197,97.3719714,,,,,,,
6004,6004,58570,Vincent (T),0.0262803,2.6280286,,,,,,,
6005,6005,57080,Perth (C),0.5321174,53.2117401,,,,,,,
6005,6005,57980,Subiaco (C),0.0132625,1.3262502,,,,,,,
6005,6005,58570,Vincent (T),0.4546201,45.4620074,,,,,,,
6006,6006,58570,Vincent (T),1.0,100.0,,,,,,,
6007,6007,51310,Cambridge (T),0.5517652,55.1765219,,,,,,,
6007,6007,58570,Vincent (T),0.4482348,44.8234781,,,,,,,
6008,6008,51310,Cambridge (T),0.0099753,0.9975318,,,,,,,
6008,6008,56580,Nedlands (C),0.0094182,0.9418206,,,,,,,
6008,6008,57980,Subiaco (C),0.9806065,98.0606477,,,,,,,
6009,6009,56580,Nedlands (C),0.8231119,82.311186,,,,,,,
6009,6009,57080,Perth (C),0.0323243,3.2324304,,,,,,,
6009,6009,57980,Subiaco (C),0.1445638,14.4563837,,,,,,,
6010,6010,51310,Cambridge (T),0.0194447,1.9444658,,,,,,,
6010,6010,51750,Claremont (T),0.5996127,59.9612731,,,,,,,
6010,6010,52170,Cottesloe (T),0.0133075,1.330748,,,,,,,
6010,6010,56580,Nedlands (C),0.3676351,36.7635132,,,,,,,
6011,6011,52170,Cottesloe (T),0.8269651,82.6965108,,,,,,,
6011,6011,55740,Mosman Park (T),0.0022543,0.2254257,,,,,,,
6011,6011,56930,Peppermint Grove (S),0.1707806,17.0780634,,,,,,,
6012,6012,55740,Mosman Park (T),1.0,100.0,,,,,,,
6014,6014,51310,Cambridge (T),0.7585956,75.8595594,,,,,,,
6014,6014,56580,Nedlands (C),0.0504542,5.0454157,,,,,,,
6014,6014,57910,Stirling (C),0.1311397,13.1139743,,,,,,,
6014,6014,57980,Subiaco (C),0.0598105,5.9810506,,,,,,,
6015,6015,51310,Cambridge (T),0.999371,99.9370955,,,,,,,
6015,6015,57910,Stirling (C),0.000629,0.0629045,,,,,,,
6016,6016,57910,Stirling (C),0.2308652,23.0865245,,,,,,,
6016,6016,58570,Vincent (T),0.7691347,76.9134713,,,,,,,
6017,6017,57910,Stirling (C),0.9999998,99.9999813,,,,,,,
6018,6018,57910,Stirling (C),1.0,100.0,,,,,,,
6019,6019,51310,Cambridge (T),0.0018747,0.187471,,,,,,,
6019,6019,57910,Stirling (C),0.9981253,99.812529,,,,,,,
6020,6020,54170,Joondalup (C),0.4750297,47.5029662,,,,,,,
6020,6020,57910,Stirling (C),0.5249703,52.4970338,,,,,,,
6021,6021,57910,Stirling (C),1.0,100.0,,,,,,,
6022,6022,57910,Stirling (C),1.0,100.0,,,,,,,
6023,6023,54170,Joondalup (C),1.0,100.0,,,,,,,
6024,6024,54170,Joondalup (C),1.0,100.0,,,,,,,
6025,6025,54170,Joondalup (C),1.0,100.0,,,,,,,
6026,6026,54170,Joondalup (C),0.9991935,99.9193525,,,,,,,
6026,6026,58760,Wanneroo (C),0.0008065,0.0806475,,,,,,,
6027,6027,54170,Joondalup (C),1.0,99.9999986,,,,,,,
6028,6028,54170,Joondalup (C),1.0,100.0,,,,,,,
6029,6029,57910,Stirling (C),1.0,100.0,,,,,,,
6030,6030,58760,Wanneroo (C),1.0,99.9999998,,,,,,,
6031,6031,58760,Wanneroo (C),1.0,100.0,,,,,,,
6032,6032,58760,Wanneroo (C),1.0,100.0,,,,,,,
6033,6033,58760,Wanneroo (C),1.0,100.0,,,,,,,
6034,6034,58760,Wanneroo (C),1.0,100.0,,,,,,,
6035,6035,58760,Wanneroo (C),1.0,100.0,,,,,,,
6036,6036,58760,Wanneroo (C),1.0,100.0,,,,,,,
6037,6037,58760,Wanneroo (C),1.0,100.0,,,,,,,
6038,6038,58760,Wanneroo (C),1.0,100.0,,,,,,,
6041,6041,53570,Gingin (S),1.0,100.0,,,,,,,
6042,6042,53570,Gingin (S),1.0,100.0,,,,,,,
6043,6043,53570,Gingin (S),1.0,100.0,,,,,,,
6044,6044,52590,Dandaragan (S),0.1410882,14.1088153,,,,,,,
6044,6044,53570,Gingin (S),0.8589118,85.8911847,,,,,,,
6050,6050,50420,Bayswater (C),0.0536553,5.3655259,,,,,,,
6050,6050,57910,Stirling (C),0.7378458,73.784578,,,,,,,
6050,6050,58570,Vincent (T),0.208499,20.8498961,,,,,,,
6051,6051,50420,Bayswater (C),0.9986943,99.8694317,,,,,,,
6051,6051,57910,Stirling (C),0.0013057,0.1305683,,,,,,,
6052,6052,50420,Bayswater (C),0.4833304,48.3330361,,,,,,,
6052,6052,57910,Stirling (C),0.5166696,51.6669639,,,,,,,
6053,6053,50420,Bayswater (C),1.0,100.0,,,,,,,
6054,6054,50350,Bassendean (T),0.7283548,72.8354782,,,,,,,
6054,6054,50420,Bayswater (C),0.0022513,0.2251346,,,,,,,
6054,6054,58050,Swan (C),0.2693939,26.9393872,,,,,,,
6055,6055,56090,Mundaring (S),0.0029978,0.2997835,,,,,,,
6055,6055,58050,Swan (C),0.9970021,99.7002144,,,,,,,
6056,6056,56090,Mundaring (S),0.3443778,34.4377753,,,,,,,
6056,6056,58050,Swan (C),0.6555914,65.5591385,,,,,,,
6057,6057,54200,Kalamunda (S),0.999975,99.9975003,,,,,,,
6058,6058,54200,Kalamunda (S),1.0,100.0,,,,,,,
6059,6059,50420,Bayswater (C),0.0079352,0.7935183,,,,,,,
6059,6059,57910,Stirling (C),0.9920648,99.206481,,,,,,,
6060,6060,57910,Stirling (C),1.0,100.0,,,,,,,
6061,6061,57910,Stirling (C),0.9988197,99.881973,,,,,,,
6061,6061,58760,Wanneroo (C),0.0011803,0.118027,,,,,,,
6062,6062,50420,Bayswater (C),0.9536353,95.3635269,,,,,,,
6062,6062,57910,Stirling (C),0.000808,0.0807957,,,,,,,
6062,6062,58050,Swan (C),0.0455568,4.5556774,,,,,,,
6063,6063,58050,Swan (C),1.0,100.0,,,,,,,
6064,6064,54170,Joondalup (C),0.0019767,0.1976709,,,,,,,
6064,6064,58050,Swan (C),0.0017919,0.1791851,,,,,,,
6064,6064,58760,Wanneroo (C),0.9962314,99.623144,,,,,,,
6065,6065,54170,Joondalup (C),0.0015904,0.1590401,,,,,,,
6065,6065,58760,Wanneroo (C),0.9984096,99.8409599,,,,,,,
6066,6066,58050,Swan (C),1.0,100.0,,,,,,,
6067,6067,58050,Swan (C),1.0,100.0,,,,,,,
6068,6068,58050,Swan (C),1.0,100.0,,,,,,,
6069,6069,58050,Swan (C),1.0,100.0,,,,,,,
6070,6070,56090,Mundaring (S),1.0,100.0,,,,,,,
6071,6071,56090,Mundaring (S),1.0,100.0,,,,,,,
6072,6072,56090,Mundaring (S),1.0,100.0,,,,,,,
6073,6073,56090,Mundaring (S),1.0,100.0,,,,,,,
6074,6074,56090,Mundaring (S),1.0,100.0,,,,,,,
6076,6076,54200,Kalamunda (S),1.0,100.0,,,,,,,
6077,6077,58760,Wanneroo (C),1.0,100.0,,,,,,,
6078,6078,58760,Wanneroo (C),1.0,100.0,,,,,,,
6079,6079,58050,Swan (C),1.0,100.0,,,,,,,
6081,6081,56090,Mundaring (S),1.0,100.0,,,,,,,
6082,6082,56090,Mundaring (S),1.0,99.9999955,,,,,,,
